name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
SARPI | Georgian-Turkish border - Google Maps,Юлия Изотова,5 stars,"We passed quickly without any problems, no air conditioning. Everything else is good",Local Guide · 5 reviews · 17 photos,Local Guide · 5 reviews · 17 photos,a month ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUM3d01xbzlnRRAB",2024-10-09T07:04:14Z
SARPI | Georgian-Turkish border - Google Maps,soso lee,4 stars,"Exchange your money downtown.
The currency exchange rate at the border checkpoint is not good.",Local Guide · 185 reviews · 132 photos,Local Guide · 185 reviews · 132 photos,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNieGNuamJBEAE",2024-10-09T07:04:15Z
SARPI | Georgian-Turkish border - Google Maps,Сергей Петров,1 star,Tax free Georgia is a quest. We waited 1.5 hours for an employee to get the seal done in 2 minutes. A very long time... and no one cares...,Local Guide · 252 reviews · 445 photos,Local Guide · 252 reviews · 445 photos,10 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNsdnBHb3R3RRAB",2024-10-09T07:04:15Z
SARPI | Georgian-Turkish border - Google Maps,khalil Al Isai,4 stars,"The transaction is very fast, without discussing the Omani passport, so you can enter and exit easily","Local Guide · 252 reviews · 1,287 photos","Local Guide · 252 reviews · 1,287 photos",2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURyck55S1lnEAE",2024-10-09T07:04:15Z
SARPI | Georgian-Turkish border - Google Maps,Den Kov,4 stars,Fast enough. Border guards on the Georgian side randomly “torment” travelers. The city bus is crowded. It's better to take a taxi.,Local Guide · 278 reviews · 148 photos,Local Guide · 278 reviews · 148 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUQyczc3cDJ3RRAB",2024-10-09T07:04:15Z
SARPI | Georgian-Turkish border - Google Maps,Şükrü Ererkal,5 stars,"The city is beautiful, the buildings left over from the Soviet Union are still in use in most regions...
Europe Square is very lively... …. More",Local Guide · 290 reviews · 62 photos,Local Guide · 290 reviews · 62 photos,9 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURWd3RhZmNnEAE",2024-10-09T07:04:15Z
SARPI | Georgian-Turkish border - Google Maps,Ilia Orekhov,4 stars,"The point is beautiful and modern, but the number of shuttle traders is terrifying. Huge queues for the pedestrian passage back to Georgia",Local Guide · 122 reviews · 145 photos,Local Guide · 122 reviews · 145 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUMtcThLWDZnRRAB",2024-10-09T07:04:16Z
SARPI | Georgian-Turkish border - Google Maps,Данил Кузяков,4 stars,"Normal transition... I didn’t feel any negative effects. Well, standard little things... like wait there... wait a little. Polite, to the extent that border guards and customs officers are generally polite. …. More",Local Guide · 118 reviews,Local Guide · 118 reviews,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNSbWNEaFhBEAE",2024-10-09T07:04:16Z
SARPI | Georgian-Turkish border - Google Maps,Merve Öngür,1 star,There is such intensity. The people entering Turkey from Georgia are so rude that I feel sorry for such people entering our country. People who commit excesses are never warned. There is little warning. Everyone is occupying each other's rows and eating their rights.,Local Guide · 137 reviews · 290 photos,Local Guide · 137 reviews · 290 photos,11 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUM1LWY2VzBBRRAB",2024-10-09T07:04:16Z
SARPI | Georgian-Turkish border - Google Maps,ayad aksaç,5 stars,"It's a nice, spacious and clean place. Transition is easy and not too complicated.",Local Guide · 276 reviews · 188 photos,Local Guide · 276 reviews · 188 photos,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURyOXFEU0JREAE",2024-10-09T07:04:17Z
SARPI | Georgian-Turkish border - Google Maps,Евгений Епифанов,1 star,More than two hours to enter Turkey. The guys are in no hurry to welcome tourists. They are disgustingly slow. Trucks travel faster than cars.,,8 reviews · 4 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN1bUlxaXV3RRAB",2024-10-09T07:04:17Z
SARPI | Georgian-Turkish border - Google Maps,Rabia,5 stars,"Yes, in order to pass by vehicle, the license holder enters alone, the others enter on foot from the side line. Contrary to what was said, we did not wait for hours, we passed in half an hour at most. 5 stars from me for the accented Turkish of the Georgian staff, they are wonderful!",Local Guide · 20 reviews · 17 photos,Local Guide · 20 reviews · 17 photos,7 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURBZ3FXY1NBEAE",2024-10-09T07:04:17Z
SARPI | Georgian-Turkish border - Google Maps,Ziya Yüce,3 stars,It's beyond disgraceful. The border can only be crossed in 5 hours. In both directions. But the problem is on the Turkish side. There is no problem in Georgian.,Local Guide · 616 reviews · 836 photos,Local Guide · 616 reviews · 836 photos,7 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUN3cnBMR1hnEAE",2024-10-09T07:04:17Z
SARPI | Georgian-Turkish border - Google Maps,Esma Nur A,2 stars,"It's a terrible experience. The faster the Turkish part is, the slower the Georgian part is, and they treat the Turks below the dog level. We are the ones who make money for their country, we are the ones who are scolded and despised.",Local Guide · 123 reviews · 21 photos,Local Guide · 123 reviews · 21 photos,9 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUMxdWNEc2hBRRAB",2024-10-09T07:04:17Z
SARPI | Georgian-Turkish border - Google Maps,Baykonur Baycunoyan,3 stars,"Turkish and Georgian citizens can pass without a passport and with an ID. If you don't encounter the crowd, you can pass in an average hour. If you come across a crowd, get well soon. You will spend half a day here. The Turkish side works …. More","Local Guide · 1,061 reviews · 6,044 photos","Local Guide · 1,061 reviews · 6,044 photos",a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUR4emFqVG9nRRAB",2024-10-09T07:04:18Z
SARPI | Georgian-Turkish border - Google Maps,Mustafa Mansur,1 star,"While leaving Turkey, there is no one to watch and destroy them, but when entering Turkey, they watch so that they do not smuggle smuggled products into the country.....",Local Guide · 246 reviews · 234 photos,Local Guide · 246 reviews · 234 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNlblptTHNBRRAB",2024-10-09T07:04:18Z
SARPI | Georgian-Turkish border - Google Maps,GEZI ASIKLARI,1 star,"I am a Turk, I had a flight via Georgia, I crossed the border, he put a stamp on the paper instead of a passport, I asked a police officer, would there be a problem when I left, he took me to a room, another police officer asked me, that …. More",,14 reviews · 14 photos,10 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNsc3RUZUlREAE",2024-10-09T07:04:18Z
SARPI | Georgian-Turkish border - Google Maps,Ceyhun Kutay A.,4 stars,"Everything is more modern and faster on the Turkish side of the border, but when you cross the Georgian side, you go back 30 years in time. Cleanliness is a little less, procedures are longer and the staff are more surly. There are taxis …. More",Local Guide · 298 reviews · 697 photos,Local Guide · 298 reviews · 697 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNwNUx2Z29BRRAB",2024-10-09T07:04:18Z
SARPI | Georgian-Turkish border - Google Maps,Mücahit CAN,2 stars,"Waiting for the procedures is very boring and a waste of time, but when you go to the Georgian side, stay away from the taxi drivers who try to take you to the center of Batumi with their own vehicles, move forward a little and wait for the …. More",Local Guide · 193 reviews · 334 photos,Local Guide · 193 reviews · 334 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURSNnRlcnd3RRAB",2024-10-09T07:04:18Z
SARPI | Georgian-Turkish border - Google Maps,Sergei Chigir,5 stars,"When you pass the pedestrian border crossing, you don’t feel like you’ve crossed the border: the crossing takes place inside two connected buildings, as if you were on a layover at the airport. If you are afraid of getting sick, take a mask, there is often a rush in front of passport control",Local Guide · 115 reviews · 399 photos,Local Guide · 115 reviews · 399 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNaNDV2VnV3RRAB",2024-10-09T07:04:19Z
SARPI | Georgian-Turkish border - Google Maps,Андрей Соломин,1 star,"Georgian border guards did not let me in, without explanation. When you try to ask them to answer in a humane way what is the reason why they don’t let you in, they start yelling obscenities and pushing you out of Georgian customs by force. Super lame people work on the Georgian border",,5 reviews · 2 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNacTlycnZ3RRAB",2024-10-09T07:04:19Z
SARPI | Georgian-Turkish border - Google Maps,Екатерина П,3 stars,We traveled from Turkey to Georgia and back using Turkish kimliks and passports and in a car with Turkish license plates. Both times there were no problems with the car; they didn’t check it too much. From Georgia to Turkey they asked about …. More,Local Guide · 60 reviews · 90 photos,Local Guide · 60 reviews · 90 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURSb09Ha2hnRRAB",2024-10-09T07:04:19Z
SARPI | Georgian-Turkish border - Google Maps,B S,5 stars,"There are minibuses from Trabzon bus station until 5 in the evening, there are also minibuses from Rize. After crossing the border, you can go to Batumi center by minibus number 88 for 2 lari. You can exchange money when you get over your …. More","Local Guide · 181 reviews · 1,371 photos","Local Guide · 181 reviews · 1,371 photos",a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNCME1DaTNnRRAB",2024-10-09T07:04:19Z
SARPI | Georgian-Turkish border - Google Maps,Safir,3 stars,"X-ray device etc. when leaving Turkey. No one is looking, there are people on the side who are passing their belongings through the X-ray, but they do not let everyone into the X-ray, it depends on the officer's time. However, when entering Turkey, they inspected it excessively so that nothing could be smuggled in.",Local Guide · 60 reviews · 4 photos,Local Guide · 60 reviews · 4 photos,10 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURGdC1lbVN3EAE",2024-10-09T07:04:19Z
SARPI | Georgian-Turkish border - Google Maps,İrfan Gültaş,1 star,"What a disgrace, Georgian officials do not treat Turkish citizens well. They don't even let you turn on your camera. Our Turks are coming in droves to buy phones. …. More",Local Guide · 63 reviews · 31 photos,Local Guide · 63 reviews · 31 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNCZ29yMXdRRRAB",2024-10-09T07:04:20Z
SARPI | Georgian-Turkish border - Google Maps,Grześ Po świecie,5 stars,Quick check-in towards Turkey. Communication ok English.,Local Guide · 282 reviews · 80 photos,Local Guide · 282 reviews · 80 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURMOWItZTZnRRAB",2024-10-09T07:04:20Z
SARPI | Georgian-Turkish border - Google Maps,Vad Lal,5 stars,"Great place. Polite staff at the border.
Having set foot on the hospitable Georgian land, you can immediately drink chacha and snack on pickled cucumber)","Local Guide · 785 reviews · 5,612 photos","Local Guide · 785 reviews · 5,612 photos",5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNVbzRiX1hnEAE",2024-10-09T07:04:20Z
SARPI | Georgian-Turkish border - Google Maps,Zeynep Gökbulut,4 stars,"Although the Turkish side is very clean and spacious, as soon as you go to the Georgian side, you get the feeling that you are passing through a run-down basement. Flickering broken lights, cables hanging everywhere, damp and musty smell, seriously neglected. Their police are very nervous. They seem ready to cause trouble at any time.",Local Guide · 77 reviews · 80 photos,Local Guide · 77 reviews · 80 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN4b05TQ2hnRRAB",2024-10-09T07:04:20Z
